GFF_File	Category	Gene Identifier	Length
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Truncated	FDBDIGKM_162_pseudo_00586	270
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Truncated	FDBDIGKM_162_pseudo_00587	165
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Truncated	FDBDIGKM_534_pseudo_00589	279
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Truncated	FDBDIGKM_162_pseudo_00592	246
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Truncated	FDBDIGKM_162_pseudo_00593	216
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Run-on	FDBDIGKM_304_pseudo_00510	453
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Run-on	FDBDIGKM_162_pseudo_00560	330
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Run-on	FDBDIGKM_880_pseudo_00575	288
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_829_pseudo_00153	101
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_79_pseudo_00179	206
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_415_pseudo_00190	131
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_518_pseudo_00198	92
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_511_pseudo_00215	647
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_385_pseudo_00217	116
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_423_pseudo_00233	329
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_352_pseudo_00236	149
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_148_pseudo_00241	204
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_70_pseudo_00247	239
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_361_pseudo_00264	266
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_15_pseudo_00265	299
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_301_pseudo_00269	182
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_555_pseudo_00271	290
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_135_pseudo_00273	164
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_63_pseudo_00287	83
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_579_pseudo_00289	143
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_500_pseudo_00291	182
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_722_pseudo_00292	455
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_875_pseudo_00294	187
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_172_pseudo_00296	539
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_148_pseudo_00300	197
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_527_pseudo_00308	215
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_239_pseudo_00316	551
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_29_pseudo_00319	80
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_669_pseudo_00327	167
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_392_pseudo_00334	614
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_58_pseudo_00338	431
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_798_pseudo_00350	164
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_828_pseudo_00351	137
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_243_pseudo_00359	251
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_836_pseudo_00362	470
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_718_pseudo_00375	245
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_231_pseudo_00380	290
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_165_pseudo_00387	746
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_274_pseudo_00395	229
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_77_pseudo_00396	254
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_718_pseudo_00397	416
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_798_pseudo_00406	248
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_251_pseudo_00412	641
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_842_pseudo_00416	173
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_473_pseudo_00417	104
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_320_pseudo_00428	1371
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_798_pseudo_00430	71
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_594_pseudo_00433	155
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_67_pseudo_00438	215
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_770_pseudo_00444	368
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_274_pseudo_00445	113
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_705_pseudo_00447	344
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_650_pseudo_00450	314
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_386_pseudo_00453	122
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_591_pseudo_00457	659
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_534_pseudo_00463	80
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_591_pseudo_00466	293
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_846_pseudo_00467	77
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_207_pseudo_00468	734
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_705_pseudo_00472	299
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_42_pseudo_00473	386
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_575_pseudo_00474	218
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_162_pseudo_00477	266
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_385_pseudo_00479	158
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_386_pseudo_00483	514
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_534_pseudo_00488	143
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_844_pseudo_00494	380
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_539_pseudo_00498	392
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_386_pseudo_00499	547
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_705_pseudo_00501	140
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_304_pseudo_00506	158
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_765_pseudo_00507	680
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_594_pseudo_00516	215
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_842_pseudo_00517	801
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_251_pseudo_00520	74
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_207_pseudo_00521	558
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_736_pseudo_00523	374
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_539_pseudo_00524	638
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_640_pseudo_00534	134
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_555_pseudo_00536	152
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_640_pseudo_00537	422
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_644_pseudo_00539	110
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_564_pseudo_00542	593
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_207_pseudo_00544	155
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_885_pseudo_00549	230
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_788_pseudo_00551	341
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_534_pseudo_00554	71
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_842_pseudo_00558	541
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_141_pseudo_00559	101
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_162_pseudo_00561	191
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_183_pseudo_00568	425
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_880_pseudo_00576	98
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_162_pseudo_00581	188
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_162_pseudo_00584	305
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_162_pseudo_00588	125
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Intergenic region	FDBDIGKM_162_pseudo_00590	353
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Predicted fragmentation	FDBDIGKM_19_pseudo_00164	665
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Predicted fragmentation	FDBDIGKM_527_pseudo_00187	275
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Predicted fragmentation	FDBDIGKM_395_pseudo_00230	754
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Predicted fragmentation	FDBDIGKM_67_pseudo_00280	2570
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Predicted fragmentation	FDBDIGKM_532_pseudo_00366	1036
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Predicted fragmentation	FDBDIGKM_19_pseudo_00372	685
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Predicted fragmentation	FDBDIGKM_575_pseudo_00378	628
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Predicted fragmentation	FDBDIGKM_555_pseudo_00385	313
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Predicted fragmentation	FDBDIGKM_836_pseudo_00391	239
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Predicted fragmentation	FDBDIGKM_539_pseudo_00398	687
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Predicted fragmentation	FDBDIGKM_446_pseudo_00440	829
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Predicted fragmentation	FDBDIGKM_207_pseudo_00441	442
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Predicted fragmentation	FDBDIGKM_239_pseudo_00443	1133
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Predicted fragmentation	FDBDIGKM_705_pseudo_00476	268
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Predicted fragmentation	FDBDIGKM_718_pseudo_00487	1544
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Predicted fragmentation	FDBDIGKM_817_pseudo_00490	767
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Predicted fragmentation	FDBDIGKM_842_pseudo_00497	439
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Predicted fragmentation	FDBDIGKM_793_pseudo_00518	2255
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Predicted fragmentation	FDBDIGKM_539_pseudo_00519	860
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Predicted fragmentation	FDBDIGKM_880_pseudo_00556	1138
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Predicted fragmentation	FDBDIGKM_183_pseudo_00563	289
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Predicted fragmentation	FDBDIGKM_583_pseudo_00570	764
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Predicted fragmentation	FDBDIGKM_583_pseudo_00571	429
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Predicted fragmentation	FDBDIGKM_534_pseudo_00583	353
GCF_000350125.1_ASM35012v1_genomic.pseudofinder_pseudos.gff	Predicted fragmentation	FDBDIGKM_162_pseudo_00591	936
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_211_pseudo_00001	249
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_179_pseudo_00002	114
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_440_pseudo_00003	114
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_349_pseudo_00004	624
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_226_pseudo_00005	210
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_581_pseudo_00006	222
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_265_pseudo_00007	114
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_682_pseudo_00008	252
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_693_pseudo_00009	216
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_163_pseudo_00010	312
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_255_pseudo_00011	198
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_31_pseudo_00012	498
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_441_pseudo_00013	402
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_80_pseudo_00014	123
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_736_pseudo_00015	249
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_425_pseudo_00016	474
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_414_pseudo_00017	372
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_698_pseudo_00018	264
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_60_pseudo_00019	216
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_595_pseudo_00020	159
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_684_pseudo_00022	228
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_343_pseudo_00023	279
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_180_pseudo_00024	114
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_592_pseudo_00025	408
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_645_pseudo_00026	717
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_482_pseudo_00028	453
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_464_pseudo_00029	243
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_13_pseudo_00030	231
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_550_pseudo_00031	297
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_603_pseudo_00032	282
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_610_pseudo_00033	285
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_7_pseudo_00034	204
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_577_pseudo_00035	237
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_423_pseudo_00036	240
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_254_pseudo_00037	216
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_70_pseudo_00038	114
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_189_pseudo_00039	153
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_706_pseudo_00040	225
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_607_pseudo_00041	117
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_284_pseudo_00042	273
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_236_pseudo_00043	261
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_368_pseudo_00044	165
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_667_pseudo_00045	114
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_327_pseudo_00047	141
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_442_pseudo_00048	213
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_534_pseudo_00049	234
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_565_pseudo_00051	231
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_84_pseudo_00052	114
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_168_pseudo_00053	108
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_619_pseudo_00054	183
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_126_pseudo_00055	147
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_683_pseudo_00057	1083
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_250_pseudo_00058	243
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_382_pseudo_00059	285
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_167_pseudo_00060	180
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_616_pseudo_00061	114
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_251_pseudo_00062	168
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_649_pseudo_00063	207
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_756_pseudo_00064	114
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_501_pseudo_00065	240
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_364_pseudo_00066	243
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_461_pseudo_00067	273
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_252_pseudo_00068	264
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_335_pseudo_00069	267
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_187_pseudo_00070	219
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_712_pseudo_00071	735
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_386_pseudo_00072	756
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_567_pseudo_00074	213
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_195_pseudo_00075	171
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_352_pseudo_00076	531
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_46_pseudo_00077	237
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_512_pseudo_00078	237
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_353_pseudo_00079	216
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_16_pseudo_00081	243
filtered_0_genes_removed_GCA_013214565.1_ASM1321456v1_genomic.pseudofinder_pseudos.gff	Truncated	GKKLOHEI_19_pseudo_00082	126
